"   ","ENTHICK","ENWIDTH","ENLENGTH","GRADE","PRODTIME","PRODUCTID","REDUCTRATE","TLELONG","TLMESH1","TLMESH2","TLMESH3","TLSPEED","TLTENSION","PLSPEED","AT1TEMP","AT1HCLCONC","AT1FECLCONC","AT2TEMP","AT2HCLCONC","AT2FECLCONC","AT3TEMP","AT3HCLCONC","AT3FECLCONC","RT4PH","RT4TEMP","RT1PH","EXWIDTH","EXTHICK","F1FORCE","F1ENTENS","F1EXTENS","F1SPEED","F1REDRATE","F1EMULPRESS","F1BLOWPRESS","F2FORCE","F2ENTENS","F2EXTENS","F2SPEED","F2REDRATE","F2EMULPRESS","F2BLOWPRESS","F3FORCE","F3ENTENS","F3EXTENS","F3SPEED","F3REDRATE","F3EMULPRESS","F3BLOWPRESS","F4FORCE","F4ENTENS","F4EXTENS","F4SPEED","F4REDRATE","F4EMULPRESS","F4BLOWPRESS","F5FORCE","F5ENTENS","F5EXTENS","F5SPEED","F5REDRATE","F5EMULPRESS","F5BLOWPRESS","CRMCOILTEMP","INSDATE","HCOILID","EXLENGTH","BISGGRADE","AIMEDWIDTH","AIMEDTHICKNESS","MAXAIMEDWIDTH","MINAIMEDWIDTH","MAXAIMEDTHICKNESS","MINAIMEDTHICKNESS","F2DSFORCES","F1FSLIP","F2FSLIP","F3FSLIP","F4FSLIP","F5FSLIP","F1EXTHICK","F2EXTHICK","F3EXTHICK","F4EXTHICK","F5EXTHICK","F1DSFORCES","F1OSFORCES","F2OSFORCES","F3DSFORCES","F3OSFORCES","F4DSFORCES","F4OSFORCES","F5DSFORCES","F5OSFORCES","F1DSGAP","F1OSGAP","F2DSGAP","F2OSGAP","F3DSGAP","F3OSGAP","F4DSGAP","F4OSGAP","F5DSGAP","F5OSGAP","F1GLEVEL","F2GLEVEL","F3GLEVEL","F4GLEVEL","F5GLEVEL","F1WRBEND","F2WRBEND","F3WRBEND","F4WRBEND","F1IMRBEND","F2IMRBEND","F3IMRBEND","F4IMRBEND","F5IMRBEND","STRIMOSGAP","STRIMDSGAP","STRIMOSLAP","STRIMDSLAP","F5WRBEND","F5RTYPE","F1ENTHICK","F6TENDIFF","F1TENDIFF","F2TENDIFF","F3TENDIFF","F4TENDIFF","F5TENDIFF"
"97","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1476.000","279.000","755.000","168.000","16.610","0.000","0.000","1503.000","755.000","681.000","206.000","18.710","0.000","0.000","1370.000","681.000","624.000","247.000","15.850","0.000","0.000","1198.000","624.000","668.000","287.000","14.490","0.000","0.000","804.000","668.000","160.000","292.000","1.630","0.000","0.000","","2024/3/26 10:04:09","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","751.500","380.000","-2530.000","-1550.000","-1570.000","0.000","4223.000","3444.000","2843.000","2486.000","2447.000","744.000","732.000","751.500","679.500","690.500","611.500","586.500","398.000","406.000","1056.000","874.000","687.000","176.000","324.000","329.000","140.500","294.500","679.000","587.000","-0.182","-0.511","0.005","0.154","-0.092","249.000","260.000","249.000","238.000","250.000","260.000","249.000","240.000","86.000","75.000","75.000","-21.000","-21.000","127.000","D ","5061.000","0","3","-2","1","4","5"
"98","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1478.000","278.000","757.000","176.000","16.610","0.000","0.000","1507.000","757.000","683.000","217.000","18.710","0.000","0.000","1373.000","683.000","635.000","260.000","15.850","0.000","0.000","1196.000","635.000","690.000","303.000","14.490","0.000","0.000","805.000","690.000","160.000","309.000","1.630","0.000","0.000","","2024/3/26 10:04:10","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","753.000","590.000","-2340.000","-1030.000","-1300.000","0.000","4215.000","3419.000","2858.000","2457.000","2452.000","744.000","734.000","754.000","688.500","684.500","608.000","588.000","399.500","405.500","1053.000","869.000","687.000","175.000","329.500","333.500","130.000","285.000","672.500","591.500","-0.184","-0.512","0.004","0.155","-0.081","249.000","260.000","248.000","238.000","249.000","260.000","249.000","239.000","86.000","75.000","75.000","-21.000","-21.000","129.000","D ","5058.000","1","3","-3","4","1","1"
"99","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1488.000","283.000","770.000","178.000","16.610","0.000","0.000","1480.000","770.000","678.000","220.000","18.710","0.000","0.000","1386.000","678.000","614.000","263.000","15.850","0.000","0.000","1190.000","614.000","660.000","304.000","14.490","0.000","0.000","791.000","660.000","160.000","309.000","1.630","0.000","0.000","","2024/3/26 10:04:10","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","738.000","410.000","-2590.000","-1470.000","-1070.000","0.000","4205.000","3402.000","2820.000","2460.000","2440.000","750.500","737.500","742.000","684.500","701.500","602.000","588.000","392.000","399.000","1037.000","857.000","687.000","176.000","327.500","331.500","142.500","296.500","672.000","592.000","-0.180","-0.511","0.004","0.154","-0.080","249.000","259.000","249.000","238.000","249.000","259.000","249.000","239.000","87.000","75.000","75.000","-21.000","-21.000","132.000","D ","5043.000","1","4","-3","3","-1","2"
"100","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1494.000","275.000","758.000","179.000","16.610","0.000","0.000","1485.000","758.000","674.000","220.000","18.710","0.000","0.000","1376.000","674.000","609.000","263.000","15.850","0.000","0.000","1176.000","609.000","650.000","304.000","14.490","0.000","0.000","795.000","650.000","158.000","309.000","1.630","0.000","0.000","","2024/3/26 10:04:10","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","743.000","430.000","-2610.000","-1680.000","-1140.000","0.000","4205.000","3421.000","2817.000","2488.000","2437.000","754.500","739.500","742.000","684.500","691.500","597.000","579.000","394.000","401.000","1035.500","852.500","686.000","174.000","326.000","331.000","145.000","299.000","672.500","591.500","-0.183","-0.512","0.005","0.154","-0.081","250.000","259.000","249.000","238.000","250.000","260.000","250.000","239.000","87.000","75.000","75.000","-21.000","-21.000","130.000","D ","5038.000","1","5","-4","1","0","3"
"101","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1485.000","278.000","761.000","181.000","16.610","0.000","0.000","1487.000","761.000","671.000","222.000","18.710","0.000","0.000","1381.000","671.000","610.000","266.000","15.850","0.000","0.000","1177.000","610.000","650.000","307.000","14.490","0.000","0.000","800.000","650.000","162.000","313.000","1.630","0.000","0.000","","2024/3/26 10:04:10","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","746.000","360.000","-2860.000","-1940.000","-1390.000","0.000","4203.000","3427.000","2828.000","2485.000","2450.000","747.500","737.500","741.000","685.500","695.500","592.500","584.500","396.500","403.500","1041.500","859.500","684.500","173.500","326.000","330.000","146.000","299.000","671.500","591.500","-0.182","-0.511","0.004","0.153","-0.080","249.000","260.000","249.000","238.000","249.000","259.000","250.000","240.000","84.000","75.000","75.000","-21.000","-21.000","128.000","D ","5068.000","1","5","-6","1","1","4"
"102","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1488.000","276.000","755.000","191.000","16.610","0.000","0.000","1497.000","755.000","676.000","235.000","18.710","0.000","0.000","1376.000","676.000","623.000","281.000","15.850","0.000","0.000","1200.000","623.000","673.000","327.000","14.490","0.000","0.000","799.000","673.000","158.000","333.000","1.630","0.000","0.000","","2024/3/26 10:04:10","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","751.000","400.000","-2920.000","-1950.000","-1550.000","0.000","4214.000","3425.000","2855.000","2478.000","2453.000","750.000","738.000","746.000","688.000","688.000","607.500","592.500","396.000","403.000","1037.500","854.500","682.500","172.500","326.500","331.500","137.000","291.000","672.500","591.500","-0.183","-0.510","0.005","0.154","-0.081","248.000","259.000","249.000","238.000","250.000","259.000","250.000","240.000","84.000","75.000","75.000","-21.000","-21.000","128.000","D ","5047.000","1","6","-8","0","3","4"
"103","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1505.000","272.000","766.000","202.000","16.610","0.000","0.000","1483.000","766.000","681.000","248.000","18.710","0.000","0.000","1365.000","681.000","627.000","297.000","15.850","0.000","0.000","1191.000","627.000","684.000","347.000","14.490","0.000","0.000","802.000","684.000","162.000","354.000","1.630","0.000","0.000","","2024/3/26 10:04:11","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","745.000","390.000","-2840.000","-1870.000","-1480.000","0.000","4213.000","3432.000","2862.000","2462.000","2450.000","758.500","746.500","738.000","675.500","689.500","606.500","584.500","398.500","403.500","1020.000","837.000","682.000","170.000","326.000","331.000","135.500","289.500","672.500","591.500","-0.183","-0.512","0.005","0.154","-0.081","249.000","259.000","249.000","239.000","250.000","260.000","250.000","240.000","85.000","75.000","75.000","-21.000","-21.000","131.000","D ","5037.000","1","5","-5","1","1","3"
"104","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1503.000","279.000","758.000","205.000","16.610","0.000","0.000","1491.000","758.000","677.000","252.000","18.710","0.000","0.000","1372.000","677.000","619.000","302.000","15.850","0.000","0.000","1180.000","619.000","669.000","351.000","14.490","0.000","0.000","800.000","669.000","154.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:11","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","746.000","510.000","-2860.000","-1750.000","-1080.000","0.000","4214.000","3428.000","2831.000","2464.000","2436.000","757.500","745.500","745.000","685.000","687.000","604.500","575.500","397.000","403.000","1017.000","836.000","680.000","170.000","326.000","331.000","142.000","295.000","671.500","591.500","-0.181","-0.510","0.005","0.153","-0.080","249.000","260.000","249.000","238.000","249.000","259.000","250.000","240.000","87.000","75.000","75.000","-21.000","-21.000","134.000","D ","5041.000","1","5","-1","2","0","3"
"105","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1499.000","279.000","749.000","207.000","16.610","0.000","0.000","1503.000","749.000","669.000","254.000","18.710","0.000","0.000","1381.000","669.000","608.000","304.000","15.850","0.000","0.000","1180.000","608.000","651.000","351.000","14.490","0.000","0.000","799.000","651.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:11","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","757.000","530.000","-2880.000","-2120.000","-1060.000","0.000","4198.000","3421.000","2810.000","2476.000","2434.000","756.500","742.500","746.000","685.500","695.500","597.500","582.500","396.500","402.500","1024.000","840.000","679.000","169.000","325.500","329.500","149.500","303.500","672.500","591.500","-0.184","-0.510","0.004","0.154","-0.081","249.000","260.000","249.000","238.000","250.000","260.000","250.000","239.000","87.000","75.000","75.000","-21.000","-21.000","133.000","D ","5048.000","1","3","1","0","0","4"
"106","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1511.000","268.000","743.000","207.000","16.610","0.000","0.000","1511.000","743.000","670.000","255.000","18.710","0.000","0.000","1384.000","670.000","602.000","304.000","15.850","0.000","0.000","1169.000","602.000","645.000","351.000","14.490","0.000","0.000","797.000","645.000","164.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:11","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","763.500","650.000","-2890.000","-2290.000","-1110.000","0.000","4198.000","3408.000","2811.000","2481.000","2435.000","762.500","748.500","747.500","690.500","693.500","595.000","574.000","395.000","402.000","1008.500","826.500","679.000","167.000","321.500","325.500","152.500","306.500","672.500","591.500","-0.182","-0.512","0.004","0.154","-0.081","249.000","260.000","248.000","238.000","250.000","260.000","250.000","240.000","86.000","75.000","75.000","-21.000","-21.000","132.000","D ","5050.000","1","3","-2","1","1","5"
"107","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1506.000","271.000","750.000","206.000","16.610","0.000","0.000","1510.000","750.000","675.000","254.000","18.710","0.000","0.000","1392.000","675.000","608.000","304.000","15.850","0.000","0.000","1194.000","608.000","655.000","351.000","14.490","0.000","0.000","805.000","655.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:11","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","755.000","530.000","-2850.000","-2320.000","-1090.000","0.000","4212.000","3416.000","2828.000","2491.000","2449.000","758.500","747.500","755.000","692.000","700.000","611.500","582.500","399.500","405.500","1020.500","836.500","677.000","165.000","319.500","323.500","151.500","304.500","672.500","590.500","-0.184","-0.512","0.004","0.153","-0.082","249.000","260.000","248.000","238.000","249.000","259.000","250.000","240.000","86.000","75.000","75.000","-21.000","-21.000","133.000","D ","5056.000","1","4","-2","4","2","6"
"108","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1500.000","277.000","757.000","206.000","16.610","0.000","0.000","1490.000","757.000","678.000","254.000","18.710","0.000","0.000","1390.000","678.000","612.000","304.000","15.850","0.000","0.000","1198.000","612.000","660.000","351.000","14.490","0.000","0.000","804.000","660.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:12","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","744.500","680.000","-2960.000","-2290.000","-1080.000","0.000","4217.000","3420.000","2843.000","2494.000","2462.000","755.000","745.000","745.500","690.000","700.000","607.000","591.000","398.500","405.500","1025.000","841.000","678.000","166.000","319.000","325.000","151.500","304.500","672.000","592.000","-0.184","-0.512","0.006","0.153","-0.080","249.000","260.000","249.000","238.000","249.000","260.000","250.000","239.000","86.000","75.000","75.000","-21.000","-21.000","135.000","D ","5057.000","1","3","-2","3","4","3"
"109","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1504.000","277.000","762.000","206.000","16.610","0.000","0.000","1498.000","762.000","679.000","254.000","18.710","0.000","0.000","1383.000","679.000","610.000","304.000","15.850","0.000","0.000","1192.000","610.000","657.000","351.000","14.490","0.000","0.000","807.000","657.000","158.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:12","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","746.000","540.000","-2970.000","-2350.000","-1170.000","0.000","4212.000","3416.000","2847.000","2486.000","2466.000","757.500","746.500","752.000","681.500","701.500","611.500","580.500","400.500","406.500","1018.500","837.500","676.500","165.500","320.000","325.000","151.500","305.500","672.500","593.500","-0.181","-0.511","0.005","0.154","-0.079","249.000","259.000","249.000","238.000","250.000","260.000","249.000","240.000","88.000","75.000","75.000","-21.000","-21.000","138.000","D ","5041.000","1","4","-1","2","-1","4"
"110","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1496.000","280.000","754.000","206.000","16.610","0.000","0.000","1493.000","754.000","677.000","254.000","18.710","0.000","0.000","1392.000","677.000","608.000","304.000","15.850","0.000","0.000","1186.000","608.000","660.000","351.000","14.490","0.000","0.000","800.000","660.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:12","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","742.500","590.000","-2840.000","-2380.000","-1130.000","0.000","4208.000","3413.000","2836.000","2491.000","2456.000","753.500","742.500","750.500","688.000","704.000","605.500","580.500","396.000","404.000","1030.000","847.000","675.500","165.500","318.500","322.500","152.500","306.500","674.500","589.500","-0.183","-0.510","0.004","0.154","-0.085","249.000","259.000","249.000","238.000","250.000","259.000","250.000","239.000","88.000","75.000","75.000","-21.000","-21.000","138.000","D ","5050.000","2","3","-3","3","-1","6"
"111","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1490.000","277.000","759.000","206.000","16.610","0.000","0.000","1482.000","759.000","678.000","254.000","18.710","0.000","0.000","1376.000","678.000","615.000","304.000","15.850","0.000","0.000","1188.000","615.000","665.000","351.000","14.490","0.000","0.000","799.000","665.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:12","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","743.500","580.000","-2850.000","-2330.000","-1090.000","0.000","4204.000","3410.000","2833.000","2497.000","2454.000","750.500","739.500","738.500","686.000","690.000","608.500","579.500","396.000","403.000","1035.000","852.000","677.500","166.500","319.500","324.500","151.000","305.000","677.500","587.500","-0.183","-0.511","0.005","0.154","-0.090","249.000","259.000","249.000","239.000","250.000","259.000","250.000","240.000","88.000","75.000","75.000","-21.000","-21.000","139.000","D ","5064.000","1","4","-7","2","0","5"
"112","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1506.000","278.000","760.000","206.000","16.610","0.000","0.000","1482.000","760.000","678.000","254.000","18.710","0.000","0.000","1379.000","678.000","613.000","304.000","15.850","0.000","0.000","1191.000","613.000","661.000","352.000","14.490","0.000","0.000","801.000","661.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:12","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","740.500","570.000","-2890.000","-2240.000","-980.000","0.000","4203.000","3409.000","2853.000","2484.000","2464.000","759.000","747.000","741.500","688.000","691.000","602.000","589.000","397.000","404.000","1018.000","835.000","677.000","166.000","323.500","328.500","151.000","304.000","676.000","588.000","-0.183","-0.511","0.005","0.153","-0.088","248.000","259.000","249.000","238.000","250.000","260.000","250.000","240.000","88.000","75.000","75.000","-21.000","-21.000","140.000","D ","5044.000","0","5","-4","1","2","5"
"113","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1502.000","279.000","753.000","206.000","16.610","0.000","0.000","1485.000","753.000","676.000","254.000","18.710","0.000","0.000","1372.000","676.000","611.000","303.000","15.850","0.000","0.000","1183.000","611.000","663.000","351.000","14.490","0.000","0.000","802.000","663.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:15","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","744.000","670.000","-2790.000","-2070.000","-1090.000","0.000","4205.000","3410.000","2843.000","2480.000","2454.000","757.000","745.000","741.000","681.500","690.500","601.000","582.000","397.500","404.500","1022.500","839.500","678.500","168.500","331.000","335.000","146.500","301.500","680.500","585.500","-0.183","-0.510","0.004","0.155","-0.095","249.000","260.000","249.000","239.000","250.000","260.000","250.000","240.000","84.000","75.000","75.000","-21.000","-21.000","138.000","D ","5055.000","0","7","4","3","-1","1"
"114","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1490.000","286.000","764.000","206.000","16.610","0.000","0.000","1494.000","764.000","685.000","254.000","18.710","0.000","0.000","1365.000","685.000","614.000","303.000","15.850","0.000","0.000","1194.000","614.000","676.000","351.000","14.490","0.000","0.000","801.000","676.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:18","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","749.500","610.000","-2780.000","-2120.000","-1090.000","0.000","4216.000","3419.000","2843.000","2480.000","2454.000","750.500","739.500","744.500","676.000","689.000","611.500","582.500","396.500","404.500","1037.000","856.000","681.500","170.500","329.000","335.000","148.000","302.000","682.500","582.500","-0.181","-0.511","0.006","0.154","-0.100","249.000","252.000","249.000","238.000","250.000","260.000","250.000","240.000","88.000","75.000","75.000","-21.000","-21.000","145.000","D ","5037.000","0","2","-5","3","0","2"
"115","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1502.000","279.000","754.000","206.000","16.610","0.000","0.000","1489.000","754.000","677.000","254.000","18.710","0.000","0.000","1377.000","677.000","612.000","303.000","15.850","0.000","0.000","1184.000","612.000","670.000","351.000","14.490","0.000","0.000","801.000","670.000","161.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:18","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","746.500","660.000","-2790.000","-2170.000","-1020.000","0.000","4205.000","3410.000","2845.000","2476.000","2456.000","757.500","744.500","742.500","684.500","692.500","602.500","581.500","396.500","404.500","1025.500","843.500","681.500","171.500","326.000","332.000","148.500","301.500","683.000","581.000","-0.182","-0.510","0.006","0.153","-0.102","249.000","252.000","249.000","238.000","250.000","260.000","250.000","240.000","88.000","75.000","75.000","-21.000","-21.000","147.000","D ","5025.000","0","3","-2","0","-2","3"
"116","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1489.000","277.000","750.000","206.000","16.610","0.000","0.000","1481.000","750.000","673.000","253.000","18.710","0.000","0.000","1382.000","673.000","612.000","303.000","15.850","0.000","0.000","1205.000","612.000","672.000","352.000","14.490","0.000","0.000","794.000","672.000","159.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:18","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","735.000","520.000","-2710.000","-2040.000","-1000.000","0.000","4197.000","3417.000","2843.000","2487.000","2447.000","750.500","738.500","746.000","687.000","695.000","614.500","590.500","392.500","401.500","1041.000","859.000","682.500","172.500","327.000","333.000","147.000","300.000","682.500","581.500","-0.182","-0.510","0.006","0.153","-0.101","248.000","252.000","249.000","238.000","250.000","259.000","249.000","239.000","88.000","75.000","75.000","-21.000","-21.000","147.000","D ","5040.000","-1","2","-5","-2","-3","4"
"117","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1487.000","280.000","753.000","206.000","16.610","0.000","0.000","1486.000","753.000","675.000","253.000","18.710","0.000","0.000","1367.000","675.000","611.000","303.000","15.850","0.000","0.000","1186.000","611.000","672.000","351.000","14.490","0.000","0.000","799.000","672.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:18","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","746.500","650.000","-2600.000","-1990.000","-1050.000","0.000","4203.000","3422.000","2835.000","2479.000","2447.000","748.500","738.500","739.500","677.000","690.000","603.000","583.000","395.500","403.500","1042.000","859.000","685.000","174.000","330.500","334.500","146.500","299.500","681.500","583.500","-0.183","-0.511","0.004","0.153","-0.098","249.000","252.000","248.000","238.000","249.000","260.000","249.000","240.000","88.000","75.000","75.000","-21.000","-21.000","147.000","D ","5043.000","0","3","-9","0","0","5"
"118","5.010","1297","5","S420GD+ZAM        ","2024-03-26 09:45:24","243112892","52.010","50.000","100.00","100.00","50.00","1630","5964","1630","85.000","67.000","272.000","84.000","90.000","224.000","84.000","110.000","206.000","0.000","65.000","13.000","1260","2.500","1508.000","277.000","749.000","206.000","16.610","0.000","0.000","1470.000","749.000","672.000","254.000","18.710","0.000","0.000","1367.000","672.000","606.000","303.000","15.850","0.000","0.000","1188.000","606.000","664.000","351.000","14.490","0.000","0.000","798.000","664.000","160.000","357.000","1.630","0.000","0.000","","2024/3/26 10:04:19","243112892       ","1068","GMB008A         ","1265.000","2.450","1268.000","1260.000","2.600","2.400","737.000","590.000","-2650.000","-1960.000","-1070.000","0.000","4204.000","3410.000","2837.000","2476.000","2449.000","759.000","749.000","733.000","681.000","686.000","602.000","586.000","394.500","403.500","1018.500","837.500","686.000","175.000","332.500","338.500","146.500","300.500","679.500","584.500","-0.181","-0.511","0.006","0.154","-0.095","249.000","252.000","249.000","238.000","250.000","260.000","250.000","240.000","88.000","75.000","75.000","-21.000","-21.000","148.000","D ","5042.000","0","5","-5","0","-1","2"
